start,end,name,index
22.51,26.6,a_walk,4
26.61,29.1,t_turn,19
29.1,30.76,p_stand,10
30.77,33.65,a_walk,4
33.722,36.277,a_jump,2
36.289,38.721,p_stand,10
38.721,39.855,t_turn,19
39.87,41.17,a_walk,4
41.195,41.975,p_stand,10
41.98,42.57,t_turn,19
42.58,46.29,a_walk,4
46.31,53.04,p_stand,10
53.05,54.57,t_turn,19
54.605,55.34,a_walk,4
55.34,57.05,p_stand,10
57.06,58.74,t_turn,19
58.755,63.825,p_stand,10
63.84,65.24,t_turn,19
65.245,67.095,a_walk,4
67.095,68.875,p_stand,10
68.89,71.58,t_turn,19
71.59,72.23,t_bend,11
72.255,76.09,p_bent,5
76.09,77.0,t_straighten,18
77.01,81.442,p_stand,10
83.462,88.062,p_squat,9
88.087,89.137,t_straighten,18
89.157,93.477,p_stand,10
93.492,95.762,t_stand_sit,17
95.772,98.422,p_sit,8
98.442,101.332,t_sit_lie,14
101.35,114.65,p_lie,7
114.675,115.555,t_lie_sit,13
115.59,120.37,p_sit,8
120.375,121.085,t_sit_stand,15
121.115,121.985,p_stand,10
122.015,122.395,a_walk,4
122.41,123.07,p_stand,10
123.115,124.345,t_turn,19
124.355,127.685,p_stand,10
127.715,128.485,t_bend,11
128.515,131.955,p_bent,5
131.97,133.04,t_straighten,18
133.06,137.23,p_stand,10
138.655,143.94,p_squat,9
143.94,145.55,t_straighten,18
145.57,150.81,p_stand,10
150.835,153.685,t_stand_sit,17
153.685,156.745,p_sit,8
156.75,160.04,t_sit_lie,14
160.04,176.07,p_lie,7
176.1,177.62,t_lie_sit,13
177.635,180.735,p_sit,8
180.76,183.12,t_sit_stand,15
183.145,187.135,p_stand,10
187.14,187.59,t_bend,11
187.62,188.08,p_bent,5
188.1,189.02,t_straighten,18
189.04,189.1,p_stand,10
189.14,189.59,t_bend,11
189.6,194.07,p_bent,5
194.09,195.29,t_straighten,18
195.29,199.22,p_stand,10
199.22,205.46,p_bent,5
205.47,206.96,t_straighten,18
206.96,210.19,p_stand,10
210.2,212.3,t_stand_sit,17
212.32,216.63,p_sit,8
216.63,218.03,t_sit_lie,14
218.03,233.4,p_lie,7
233.41,234.9,t_lie_sit,13
234.91,238.58,p_sit,8
238.6,241.65,t_sit_stand,15
241.65,248.49,p_stand,10
248.526,249.54,t_bend,11
249.594,253.351,p_bent,5
253.391,254.391,t_straighten,18
254.405,258.77,p_stand,10
258.783,260.202,t_bend,11
260.215,264.377,p_bent,5
264.377,266.283,t_straighten,18
266.31,270.188,p_stand,10
270.202,272.175,t_stand_sit,17
272.202,276.945,p_sit,8
276.945,278.945,t_sit_lie,14
278.945,294.607,p_lie,7
294.634,297.256,t_lie_sit,13
297.297,299.932,p_sit,8
299.972,302.702,t_sit_stand,15
302.728,305.661,p_stand,10
305.675,307.715,t_bend,11
307.742,313.337,p_bent,5
313.337,314.526,t_straighten,18
314.54,318.256,p_stand,10
318.27,318.878,t_bend,11
318.918,323.418,p_bent,5
323.445,324.675,t_straighten,18
324.689,328.621,p_stand,10
328.647,331.958,t_stand_sit,17
332.026,334.296,p_sit,8
334.337,336.472,t_sit_lie,14
336.499,351.836,p_lie,7
351.864,353.634,t_lie_sit,13
353.648,356.026,p_sit,8
356.08,358.89,t_sit_stand,15
358.918,366.715,p_stand,10
366.742,369.958,t_turn,19
369.959,370.472,a_walk,4
370.486,375.337,p_stand,10
375.35,387.729,a_walk,4
387.756,388.107,p_stand,10
388.134,388.54,t_bend,11
388.58,389.093,p_bent,5
389.107,390.363,t_straighten,18
390.377,393.539,p_stand,10
393.567,394.323,t_turn,19
394.391,395.716,p_stand,10
395.743,396.405,t_turn,19
396.445,401.539,p_stand,10
401.566,402.756,t_turn,19
402.797,410.594,p_stand,10
410.621,414.039,a_walk,4
414.04,420.013,p_stand,10
420.053,420.999,t_bend,11
421.026,421.567,p_bent,5
421.607,423.121,t_straighten,18
423.134,428.661,a_walk,4
428.675,429.959,p_stand,10
429.985,432.985,a_walk,4
433.012,434.553,p_stand,10
434.566,435.201,t_bend,11
435.242,437.891,p_bent,5
437.904,439.147,t_straighten,18
439.148,443.539,a_walk,4
443.539,443.945,p_stand,10
443.945,446.445,a_walk,4
446.486,446.986,p_stand,10
447.012,448.526,t_bend,11
448.553,449.134,p_bent,5
449.174,450.107,t_straighten,18
450.148,459.499,p_stand,10
459.499,463.229,a_walk,4
463.269,464.296,p_stand,10
464.35,465.404,t_turn,19
465.431,469.324,p_stand,10
469.377,475.27,t_turn,19
475.323,475.607,a_walk,4
475.621,476.715,p_stand,10
476.742,478.553,t_turn,19
478.58,482.472,p_stand,10
482.472,483.58,t_turn,19
483.607,485.175,p_stand,10
485.229,485.689,t_turn,19
485.702,487.931,p_stand,10
487.931,490.093,t_turn,19
490.121,504.404,p_stand,10
504.404,506.715,t_turn,19
506.756,507.607,a_walk,4
507.647,510.174,t_bend,11
510.175,512.175,p_bent,5
512.201,513.283,t_straighten,18
513.296,515.837,a_walk,4
515.904,520.958,p_stand,10
520.972,521.499,t_turn,19
521.512,521.728,p_stand,10
521.756,522.972,t_turn,19
522.999,523.512,a_walk,4
523.553,529.08,p_stand,10
529.107,530.026,t_bend,11
530.053,530.458,p_bent,5
530.472,531.242,t_straighten,18
531.283,531.715,p_stand,10
531.729,534.675,a_walk,4
534.701,536.093,p_stand,10
536.121,538.486,a_walk,4
538.526,541.945,p_stand,10
541.958,543.161,t_turn,19
543.162,548.878,p_stand,10
548.904,550.391,t_turn,19
550.418,552.756,p_stand,10
552.797,554.229,t_turn,19
554.256,556.215,p_stand,10
556.242,559.242,t_turn,19
559.283,560.702,p_stand,10
560.702,562.864,a_walk,4
562.904,563.674,p_stand,10
563.742,565.242,a_walk,4
565.269,613.053,p_stand,10
613.081,614.054,t_turn,19
614.08,615.85,p_stand,10
615.918,618.85,a_walk,4
618.904,619.445,p_stand,10
619.512,622.31,a_walk,4
622.35,623.121,p_stand,10
623.161,635.742,a_loadwalk,3
635.769,636.567,t_turn,19
636.621,637.783,t_bend,11
637.823,640.647,p_bent,5
640.661,641.323,t_straighten,18
641.35,642.472,t_turn,19
642.54,643.202,p_stand,10
643.256,646.459,a_walk,4
646.499,650.607,t_stand_sit,17
650.8,856.1,p_sit,8
856.4,858.9,t_sit_stand,15
859.0,861.0,t_bend,11
861.166,861.632,p_bent,5
861.732,863.165,t_straighten,18
863.233,865.533,a_walk,4
865.632,868.532,p_stand,10
868.666,874.966,a_walk,4
875.132,877.265,p_stand,10
877.299,882.299,a_walk,4
882.374,882.937,p_stand,10
882.999,883.796,a_walk,4
883.858,884.765,t_bend,11
884.796,885.374,p_bent,5
885.406,886.218,t_straighten,18
886.28,887.124,a_walk,4
887.203,888.328,p_stand,10
888.39,889.811,t_turn,19
889.874,891.374,p_stand,10
891.397,892.382,t_turn,19
892.436,899.749,p_stand,10
899.765,900.593,t_turn,19
900.624,901.452,p_stand,10
901.546,902.687,t_turn,19
902.718,903.187,p_stand,10
903.265,904.468,t_turn,19
