start,end,name,index
22.5,28.104,a_walk,4
28.104,31.434,p_stand,10
31.434,34.264,a_walk,4
34.264,35.784,a_jump,2
35.784,38.964,p_stand,10
38.964,41.824,a_walk,4
42.794,47.004,a_walk,4
47.004,53.044,p_stand,10
53.044,54.294,t_turn,19
54.294,57.484,p_stand,10
57.484,60.424,a_walk,4
60.424,64.564,p_stand,10
64.564,65.494,t_turn,19
65.494,67.454,a_walk,4
67.454,70.154,t_turn,19
70.154,71.564,t_turn,19
71.564,72.844,t_bend,11
72.844,76.054,p_bent,5
76.054,77.384,t_straighten,18
77.384,81.864,p_stand,10
81.864,85.394,t_stand_sit,17
85.394,88.354,p_sit,8
88.354,89.924,t_sit_stand,15
89.924,93.494,p_stand,10
93.494,96.704,t_stand_sit,17
96.704,101.724,t_sit_lie,14
101.724,113.994,p_lie,7
113.994,117.934,t_lie_sit,13
117.934,120.754,p_sit,8
120.754,122.384,t_sit_stand,15
122.384,127.844,p_stand,10
127.844,128.904,t_bend,11
128.904,132.674,p_bent,5
132.674,133.804,t_straighten,18
133.804,137.294,p_stand,10
137.348,139.608,t_stand_kneel,16
139.608,143.458,p_kneel,6
143.458,145.908,t_kneel_stand,12
145.908,151.421,p_stand,10
151.421,153.851,t_stand_sit,17
153.851,156.991,p_sit,8
156.991,160.561,t_sit_lie,14
160.561,176.881,p_lie,7
176.881,180.021,t_lie_sit,13
180.021,182.961,t_sit_stand,15
182.961,187.731,p_stand,10
187.731,191.331,t_bend,11
191.331,194.871,p_bent,5
194.871,196.091,t_straighten,18
196.091,198.921,p_stand,10
198.921,202.351,t_stand_kneel,16
202.351,205.291,p_kneel,6
205.291,207.661,t_kneel_stand,12
207.661,210.891,p_stand,10
210.891,213.501,t_stand_sit,17
213.501,217.371,p_sit,8
217.371,219.971,t_sit_lie,14
219.971,233.771,p_lie,7
233.771,236.761,t_lie_sit,13
236.761,240.501,t_sit_stand,15
240.501,248.671,p_stand,10
248.671,249.901,t_bend,11
249.901,253.511,p_bent,5
253.511,254.641,t_straighten,18
254.641,258.831,p_stand,10
258.831,261.721,t_stand_kneel,16
261.721,264.821,p_kneel,6
264.821,267.641,t_kneel_stand,12
267.641,270.541,p_stand,10
270.541,272.611,t_stand_sit,17
272.611,277.091,p_sit,8
277.091,280.001,t_sit_lie,14
280.001,295.211,p_lie,7
295.211,298.761,t_lie_sit,13
298.761,301.211,p_sit,8
301.211,304.541,t_sit_stand,15
304.541,317.981,p_stand,10
317.981,319.861,t_stand_sit,17
319.861,323.291,p_sit,8
323.291,325.341,t_sit_stand,15
325.341,329.321,p_stand,10
329.321,332.281,t_stand_sit,17
332.281,334.501,p_sit,8
334.501,336.771,t_sit_lie,14
336.771,351.291,p_lie,7
351.291,354.901,t_lie_sit,13
354.901,356.741,p_sit,8
356.741,359.141,t_sit_stand,15
359.141,366.351,p_stand,10
366.351,371.381,a_walk,4
371.381,375.161,p_stand,10
375.161,381.541,a_walk,4
381.541,384.351,a_descend,1
384.351,389.141,a_walk,4
389.141,393.221,p_stand,10
393.221,394.781,t_turn,19
394.781,395.721,p_stand,10
395.721,397.541,t_turn,19
397.541,410.871,p_stand,10
410.871,413.511,a_walk,4
413.511,420.191,p_stand,10
420.191,421.161,t_bend,11
421.161,422.841,t_straighten,18
422.841,425.551,p_stand,10
425.551,429.361,a_walk,4
429.361,430.491,t_turn,19
430.491,432.971,a_walk,4
432.971,434.571,p_stand,10
434.571,435.721,t_bend,11
435.721,437.651,p_bent,5
437.651,439.651,t_straighten,18
439.651,443.741,a_walk,4
443.741,444.791,t_turn,19
444.791,446.921,a_walk,4
446.921,448.931,t_bend,11
448.931,450.261,t_straighten,18
450.261,456.221,p_stand,10
456.221,457.581,p_stand,10
457.581,463.251,a_walk,4
463.251,476.171,p_stand,10
476.171,477.911,t_turn,19
477.911,482.681,p_stand,10
482.681,484.181,t_turn,19
484.181,485.881,t_turn,19
485.881,488.441,p_stand,10
488.441,506.231,p_stand,10
506.231,508.571,a_walk,4
508.571,510.181,t_bend,11
510.181,512.291,p_bent,5
512.291,513.511,t_straighten,18
513.511,515.561,a_walk,4
