start,end,name,index
7.58,17.69,p_stand,10
17.69,24.54,a_walk,4
24.57,26.27,p_stand,10
26.275,28.725,t_turn,19
28.735,32.395,p_stand,10
32.41,33.87,t_turn,19
33.875,36.815,a_walk,4
36.83,38.87,a_jump,2
38.87,39.83,t_turn,19
39.855,42.13,a_walk,4
42.13,46.82,p_stand,10
46.82,50.095,t_turn,19
50.115,51.425,t_stand_sit,17
51.435,59.315,p_sit,8
59.37,60.85,t_sit_stand,15
60.895,62.03,p_stand,10
62.03,63.81,t_bend,11
63.835,64.855,p_bent,5
64.86,66.08,t_straighten,18
66.095,66.925,p_stand,10
66.935,68.475,t_bend,11
68.49,70.53,p_bent,5
70.53,71.74,t_straighten,18
71.76,74.27,p_stand,10
74.27,75.56,t_stand_kneel,16
75.56,77.97,p_kneel,6
77.97,79.08,t_kneel_stand,12
79.09,81.26,p_stand,10
81.27,83.71,t_stand_sit,17
83.71,85.51,p_sit,8
85.525,86.935,t_sit_lie,14
86.935,92.425,p_lie,7
92.445,93.52,t_turn,19
93.52,98.525,p_lie,7
98.525,99.585,t_turn,19
99.6,104.36,p_lie,7
104.395,106.215,t_lie_sit,13
106.22,110.14,p_sit,8
110.155,111.995,t_sit_stand,15
112.01,116.62,p_stand,10
116.63,117.89,t_bend,11
117.895,120.57,p_bent,5
120.57,121.98,t_straighten,18
122.0,124.45,p_stand,10
124.5,126.08,t_stand_kneel,16
126.085,128.79,p_kneel,6
128.79,130.41,t_kneel_stand,12
130.425,133.075,p_stand,10
133.085,135.005,t_stand_sit,17
135.005,137.765,p_sit,8
137.765,139.66,t_sit_lie,14
139.66,143.54,p_lie,7
143.545,144.755,t_turn,19
144.765,149.615,p_lie,7
149.635,151.205,t_turn,19
151.215,155.485,p_lie,7
155.495,157.23,t_lie_sit,13
157.23,161.77,p_sit,8
161.795,163.045,t_sit_stand,15
163.065,165.725,p_stand,10
165.73,167.315,t_bend,11
167.315,170.525,p_bent,5
170.545,172.115,t_straighten,18
172.155,175.325,p_stand,10
175.325,177.17,t_stand_kneel,16
177.17,179.88,p_kneel,6
179.88,181.12,t_kneel_stand,12
181.125,184.865,p_stand,10
184.88,186.48,t_stand_sit,17
186.485,189.955,p_sit,8
189.975,191.815,t_sit_lie,14
191.84,196.11,p_lie,7
196.12,197.65,t_turn,19
197.66,203.04,p_lie,7
203.045,204.58,t_turn,19
204.58,209.66,p_lie,7
209.665,211.075,t_lie_sit,13
211.085,215.875,p_sit,8
215.895,217.225,t_sit_stand,15
217.235,220.585,p_stand,10
220.595,222.125,t_bend,11
222.145,225.205,p_bent,5
225.22,226.655,t_straighten,18
226.655,229.585,p_stand,10
229.585,231.095,t_stand_kneel,16
231.115,233.95,p_kneel,6
233.95,235.7,t_kneel_stand,12
235.71,238.55,p_stand,10
238.565,240.51,t_stand_sit,17
240.51,243.51,p_sit,8
243.515,245.155,t_sit_lie,14
245.18,249.45,p_lie,7
249.45,251.19,t_turn,19
251.205,255.97,p_lie,7
255.97,257.1,t_turn,19
257.13,262.25,p_lie,7
262.285,263.805,t_lie_sit,13
263.82,268.71,p_sit,8
268.73,269.96,t_sit_stand,15
269.98,272.94,p_stand,10
272.94,274.01,t_bend,11
274.03,277.23,p_bent,5
277.265,278.385,t_straighten,18
278.39,281.34,p_stand,10
281.35,282.7,t_stand_kneel,16
282.71,286.25,p_kneel,6
286.275,287.765,t_kneel_stand,12
287.775,290.875,p_stand,10
290.88,292.8,t_stand_sit,17
292.805,295.935,p_sit,8
295.935,298.16,t_sit_lie,14
298.16,304.44,p_lie,7
304.445,305.8,t_turn,19
305.8,311.36,p_lie,7
311.365,312.56,t_turn,19
312.56,318.43,p_lie,7
318.43,320.25,t_lie_sit,13
320.275,325.185,p_sit,8
325.205,326.225,t_sit_stand,15
326.24,329.21,p_stand,10
329.22,333.49,a_walk,4
333.52,336.055,p_stand,10
336.055,337.635,t_turn,19
337.635,338.795,p_stand,10
338.8,342.29,a_walk,4
342.3,345.45,a_descend,1
345.47,348.03,a_walk,4
348.03,357.0,p_stand,10
357.02,358.23,a_walk,4
358.25,358.78,t_turn,19
358.8,360.16,a_walk,4
360.175,361.155,t_bend,11
361.16,362.72,p_bent,5
362.815,363.715,t_straighten,18
363.72,365.62,p_stand,10
365.62,367.88,a_walk,4
367.88,389.31,p_stand,10
389.325,390.465,t_turn,19
390.47,391.76,p_stand,10
