t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
0.042856,0.898,-0.382,0.082,-82.0,-79.0,-82.0,
0.092904,0.902,-0.386,0.078,-82.0,-79.0,-82.0,
0.142952,0.908,-0.388,0.088,-82.0,-79.0,-82.0,
0.193,0.904,-0.378,0.092,-82.0,-79.0,-82.0,
0.242856,0.918,-0.382,0.086,-82.0,-79.0,-82.0,
0.292904,0.904,-0.386,0.096,-82.0,-79.0,-82.0,
0.342952,0.908,-0.4,0.094,-82.0,-79.0,-82.0,
0.393,0.896,-0.386,0.088,-82.0,-79.0,-82.0,
0.442856,0.91,-0.392,0.092,-82.0,-79.0,-81.0,
0.492904,0.91,-0.372,0.078,-82.0,-79.0,-81.0,
0.542952,0.912,-0.398,0.1,-82.0,-79.0,-81.0,
0.593,0.908,-0.386,0.098,-82.0,-79.0,-81.0,
0.642856,0.912,-0.386,0.098,-82.0,-79.0,-81.0,
0.692904,0.904,-0.386,0.088,-82.0,-79.0,-81.0,
0.742952,0.902,-0.394,0.098,-82.0,-79.0,-81.0,
0.793,0.91,-0.382,0.098,-82.0,-79.0,-81.0,
0.842856,0.902,-0.382,0.088,-82.0,-79.0,-82.0,
0.892904,0.908,-0.394,0.104,-82.0,-79.0,-82.0,
0.942952,0.904,-0.388,0.088,-82.0,-79.0,-82.0,
0.993,0.902,-0.384,0.096,-82.0,-79.0,-82.0,
1.043856,0.902,-0.378,0.096,,-79.0,-82.0,
1.093904,0.902,-0.386,0.11,,-79.0,-82.0,
1.143952,0.904,-0.388,0.112,,-79.0,-82.0,
1.194,0.904,-0.394,0.096,,-79.0,-82.0,
1.243856,0.902,-0.394,0.102,,-78.0,-83.0,
1.293904,0.904,-0.386,0.094,,-78.0,-83.0,
1.343952,0.91,-0.392,0.096,,-78.0,-83.0,
1.394,0.91,-0.386,0.092,,-78.0,-83.0,
1.443856,0.886,-0.382,0.108,,-78.0,-83.0,
1.493904,0.91,-0.398,0.094,,-78.0,-83.0,
1.543952,0.902,-0.378,0.106,,-78.0,-83.0,
1.594,0.902,-0.386,0.092,,-78.0,-83.0,
1.643856,0.92,-0.398,0.088,,-79.0,-83.0,
1.693904,0.904,-0.386,0.098,,-79.0,-83.0,
1.743952,0.91,-0.392,0.094,,-79.0,-83.0,
1.794,0.91,-0.386,0.096,,-79.0,-83.0,
1.843856,0.898,-0.392,0.118,,-78.0,-82.0,
1.893904,0.908,-0.398,0.092,,-78.0,-82.0,
1.943952,0.902,-0.376,0.102,,-78.0,-82.0,
1.994,0.896,-0.392,0.088,,-78.0,-82.0,
2.044856,0.898,-0.382,0.092,,-78.0,-83.0,
2.094904,0.904,-0.388,0.152,,-78.0,-83.0,
2.144952,0.91,-0.4,0.108,,-78.0,-83.0,
2.195,0.904,-0.386,0.102,,-78.0,-83.0,
2.244856,0.906,-0.392,0.094,,-79.0,-82.0,
2.294904,0.896,-0.388,0.118,,-79.0,-82.0,
2.344952,0.908,-0.386,0.088,,-79.0,-82.0,
2.395,0.88,-0.378,0.1,,-79.0,-82.0,
2.444856,0.91,-0.416,0.11,,-79.0,-83.0,
2.494904,0.896,-0.376,0.096,,-79.0,-83.0,
2.544952,0.908,-0.386,0.094,,-79.0,-83.0,
2.595,0.902,-0.392,0.108,,-79.0,-83.0,
2.644856,0.91,-0.392,0.096,,-78.0,-83.0,
2.694904,0.904,-0.4,0.102,,-78.0,-83.0,
2.744952,0.91,-0.392,0.096,,-78.0,-83.0,
2.795,0.91,-0.386,0.092,,-78.0,-83.0,
2.844856,0.904,-0.388,0.102,,-79.0,-81.0,
2.894904,0.91,-0.384,0.092,,-79.0,-81.0,
2.944952,0.908,-0.386,0.096,,-79.0,-81.0,
2.995,0.904,-0.39,0.092,,-79.0,-81.0,
3.045856,0.914,-0.386,0.096,-83.0,-78.0,-81.0,
3.095904,0.882,-0.392,0.088,-83.0,-78.0,-81.0,
3.145952,0.918,-0.386,0.096,-83.0,-78.0,-81.0,
3.196,0.902,-0.378,0.1,-83.0,-78.0,-81.0,
3.245856,0.898,-0.386,0.104,,-78.0,-82.0,
3.295904,0.888,-0.382,0.108,,-78.0,-82.0,
3.345952,0.902,-0.388,0.102,,-78.0,-82.0,
3.396,0.898,-0.384,0.102,,-78.0,-82.0,
3.445856,0.904,-0.378,0.092,,-78.0,-81.0,
3.495904,0.914,-0.386,0.102,,-78.0,-81.0,
3.545952,0.908,-0.404,0.102,,-78.0,-81.0,
3.596,0.908,-0.388,0.096,,-78.0,-81.0,
3.645856,0.898,-0.388,0.1,,-79.0,-82.0,
3.695904,0.908,-0.392,0.104,,-79.0,-82.0,
3.745952,0.896,-0.392,0.102,,-79.0,-82.0,
3.796,0.904,-0.392,0.112,,-79.0,-82.0,
3.845856,0.914,-0.404,0.1,,-78.0,-82.0,
