start,end,name,index
28.2,31.641,a_walk,4
31.738,34.392,t_turn,19
34.43,35.892,p_stand,10
35.969,37.853,t_turn,19
37.93,40.661,a_walk,4
40.738,43.578,a_jump,2
43.686,45.605,p_stand,10
45.699,47.537,t_turn,19
47.672,49.807,a_walk,4
49.928,51.225,t_turn,19
51.305,53.899,a_walk,4
54.007,57.467,p_stand,10
57.574,58.736,t_turn,19
58.804,59.749,a_walk,4
59.897,64.925,p_stand,10
65.032,69.977,t_turn,19
70.084,73.301,p_stand,10
73.369,74.153,t_bend,11
74.259,76.731,p_bent,5
76.812,78.136,t_straighten,18
78.231,81.879,p_stand,10
81.879,82.838,t_stand_kneel,16
82.838,86.162,p_kneel,6
86.162,87.433,t_kneel_stand,12
87.554,90.986,p_stand,10
91.135,92.135,t_turn,19
92.175,93.013,a_walk,4
93.161,94.513,t_stand_sit,17
94.594,96.999,p_sit,8
97.12,98.688,t_sit_lie,14
98.796,101.525,p_lie,7
101.619,102.295,t_lie_sit,13
102.362,102.578,p_sit,8
102.632,103.578,t_sit_lie,14
103.672,106.997,p_lie,7
107.064,108.389,t_lie_sit,13
108.456,108.618,p_sit,8
108.699,109.645,t_sit_lie,14
109.739,112.064,p_lie,7
112.144,113.441,t_lie_sit,13
113.549,117.792,p_sit,8
117.886,119.346,t_sit_stand,15
119.426,125.859,p_stand,10
125.966,126.939,a_walk,4
127.046,128.641,t_bend,11
128.762,131.275,p_bent,5
131.342,132.261,t_straighten,18
132.395,135.99,p_stand,10
136.084,137.165,t_stand_kneel,16
137.273,140.759,p_kneel,6
140.854,141.813,t_kneel_stand,12
141.813,146.367,p_stand,10
146.516,146.921,a_walk,4
147.015,148.394,t_stand_sit,17
148.542,151.461,p_sit,8
151.595,153.244,t_sit_lie,14
153.392,156.878,p_lie,7
157.027,158.838,t_turn,19
158.959,162.067,p_lie,7
162.189,164.864,t_turn,19
164.985,167.931,p_lie,7
168.079,169.809,t_lie_sit,13
169.917,172.322,p_sit,8
172.322,174.025,t_sit_stand,15
174.091,180.01,p_stand,10
180.077,181.32,t_bend,11
181.428,184.671,p_bent,5
184.725,185.887,t_straighten,18
185.982,189.414,p_stand,10
189.509,190.778,t_stand_kneel,16
190.778,194.007,p_kneel,6
194.007,195.224,t_kneel_stand,12
195.345,199.291,p_stand,10
199.399,200.967,t_stand_sit,17
201.048,204.169,p_sit,8
204.169,205.155,t_sit_lie,14
205.155,209.128,p_lie,7
209.141,211.303,t_turn,19
211.438,214.871,p_lie,7
214.965,217.694,t_turn,19
217.842,220.193,p_lie,7
220.193,222.125,t_lie_sit,13
222.125,225.125,p_sit,8
225.219,226.598,t_sit_stand,15
226.664,233.34,p_stand,10
233.488,234.609,t_bend,11
234.609,237.527,p_bent,5
237.527,238.5,t_straighten,18
238.58,241.391,p_stand,10
241.444,242.457,t_stand_kneel,16
242.457,245.686,p_kneel,6
245.686,246.767,t_kneel_stand,12
246.847,251.091,p_stand,10
251.158,253.212,t_stand_sit,17
253.32,256.78,p_sit,8
256.78,257.995,t_sit_lie,14
257.995,261.833,p_lie,7
261.914,264.346,t_turn,19
264.508,268.184,p_lie,7
268.292,270.481,t_turn,19
270.602,273.98,p_lie,7
274.048,275.723,t_lie_sit,13
275.858,280.506,p_sit,8
280.587,281.993,t_sit_stand,15
282.114,289.844,p_stand,10
289.925,290.898,t_bend,11
291.005,293.141,p_bent,5
293.181,294.37,t_straighten,18
294.505,297.707,p_stand,10
297.802,298.896,t_stand_kneel,16
298.896,302.518,p_kneel,6
302.599,303.68,t_kneel_stand,12
303.733,308.247,p_stand,10
308.341,310.179,t_stand_sit,17
310.26,313.773,p_sit,8
313.773,314.813,t_sit_lie,14
314.813,318.975,p_lie,7
319.056,320.813,t_turn,19
320.934,323.528,p_lie,7
323.582,326.338,t_turn,19
326.338,329.554,p_lie,7
329.676,331.784,t_lie_sit,13
331.919,334.81,p_sit,8
334.81,336.054,t_sit_stand,15
336.175,342.283,p_stand,10
342.391,343.148,t_turn,19
343.282,345.634,a_walk,4
345.769,348.39,p_stand,10
348.497,353.672,a_walk,4
353.753,357.212,a_descend,1
357.319,361.913,a_walk,4
362.037,364.632,p_stand,10
364.712,365.685,t_turn,19
365.847,369.711,p_stand,10
369.833,370.914,t_turn,19
371.049,375.616,p_stand,10
375.764,376.683,t_turn,19
376.844,383.196,p_stand,10
383.317,384.101,t_turn,19
384.249,385.249,p_stand,10
385.37,386.046,t_turn,19
386.194,388.897,p_stand,10
389.004,390.004,t_turn,19
390.098,395.855,p_stand,10
395.976,396.489,t_turn,19
396.583,398.502,a_walk,4
398.677,403.758,p_stand,10
403.866,406.757,a_walk,4
406.902,426.362,p_stand,10
426.497,427.281,t_turn,19
427.402,429.213,a_walk,4
429.361,430.577,p_stand,10
430.699,431.185,t_bend,11
431.266,433.131,p_bent,5
433.333,435.171,t_straighten,18
435.252,436.982,p_stand,10
437.09,437.603,t_turn,19
437.697,440.103,a_walk,4
440.265,440.995,p_stand,10
441.143,443.819,t_turn,19
443.901,485.577,p_stand,10
485.713,486.496,t_turn,19
486.59,487.05,t_bend,11
487.198,488.036,p_bent,5
488.103,488.32,t_straighten,18
488.454,488.941,t_turn,19
489.156,493.967,p_stand,10
494.155,496.912,t_turn,19
497.046,498.127,p_stand,10
498.18,498.937,t_turn,19
499.044,500.693,a_walk,4
500.841,502.381,p_stand,10
502.476,503.827,t_turn,19
503.989,506.502,a_walk,4
506.604,548.325,p_stand,10
548.389,550.632,t_turn,19
550.753,560.834,p_stand,10
561.009,563.442,t_turn,19
563.603,569.009,p_stand,10
569.144,570.063,t_turn,19
570.197,572.468,a_walk,4
572.548,573.413,t_turn,19
573.547,576.71,a_walk,4
576.831,577.182,p_stand,10
577.33,578.06,t_turn,19
578.154,580.181,a_walk,4
580.329,582.761,a_ascend,0
582.896,586.721,a_walk,4
586.721,587.964,p_stand,10
588.072,589.855,a_walk,4
589.99,590.72,t_bend,11
590.895,592.031,p_bent,5
592.112,592.625,t_straighten,18
592.773,594.449,t_turn,19
594.611,595.773,a_walk,4
595.894,596.164,p_stand,10
596.272,597.65,t_turn,19
597.745,599.691,a_walk,4
599.826,601.231,t_turn,19
601.285,602.014,t_bend,11
602.162,602.487,p_bent,5
602.594,602.945,t_straighten,18
603.066,603.958,t_turn,19
604.091,606.469,p_stand,10
606.631,607.793,t_turn,19
607.957,608.686,a_walk,4
608.779,609.806,t_stand_sit,17
609.915,610.321,p_sit,8
610.415,613.577,t_turn,19
613.685,629.225,p_sit,8
629.225,631.238,t_turn,19
631.238,634.211,p_sit,8
634.318,635.67,t_turn,19
635.739,654.615,p_sit,8
654.744,655.934,t_turn,19
656.042,657.69,p_sit,8
657.812,658.866,t_turn,19
658.956,772.308,p_sit,8
772.308,773.443,t_sit_stand,15
773.605,774.524,t_turn,19
774.713,776.902,a_walk,4
776.998,777.835,p_stand,10
777.929,778.551,t_turn,19
778.645,779.321,a_walk,4
779.415,779.983,p_stand,10
780.132,780.618,t_bend,11
780.753,781.402,p_bent,5
781.509,782.185,t_straighten,18
782.333,782.685,t_turn,19
782.779,788.536,a_walk,4
788.642,791.048,a_descend,1
791.196,793.899,a_walk,4
794.073,794.897,p_stand,10
794.897,795.951,t_turn,19
796.073,797.937,a_walk,4
798.113,798.653,p_stand,10
798.815,802.032,a_walk,4
802.126,803.072,p_stand,10
803.219,803.922,t_turn,19
804.029,804.624,t_bend,11
804.704,805.002,t_straighten,18
805.123,806.15,t_turn,19
806.334,894.101,p_stand,10
894.279,895.387,t_turn,19
895.481,900.022,p_stand,10
900.156,901.183,t_turn,19
901.345,903.507,p_stand,10
903.669,905.641,t_turn,19
905.79,907.276,a_walk,4
907.388,909.658,p_stand,10
909.767,910.415,t_bend,11
910.495,910.631,p_bent,5
910.631,911.253,t_straighten,18
911.428,912.293,t_turn,19
912.427,913.941,a_walk,4
914.076,915.238,t_turn,19
915.36,917.062,a_walk,4
917.143,917.846,p_stand,10
917.914,918.481,t_bend,11
918.683,919.575,p_bent,5
919.669,920.048,t_straighten,18
920.236,922.534,t_turn,19
922.682,924.898,a_walk,4
925.033,926.303,p_stand,10
926.398,926.695,t_turn,19
926.789,928.086,p_stand,10
928.194,928.95,t_turn,19
929.058,930.329,a_ascend,0
930.463,934.787,a_walk,4
934.976,938.895,a_ascend,0
939.043,940.773,a_walk,4
940.935,943.34,a_ascend,0
943.488,945.894,a_walk,4
946.001,946.433,p_stand,10
946.568,947.541,a_walk,4
947.703,948.675,t_turn,19
948.838,950.675,p_stand,10
950.837,952.053,t_turn,19
952.229,955.607,a_walk,4
955.768,960.579,p_stand,10
960.767,962.281,t_turn,19
962.442,964.442,a_walk,4
964.55,969.954,p_stand,10
970.049,970.725,t_bend,11
970.859,974.277,p_bent,5
974.413,975.494,t_straighten,18
975.669,980.317,p_stand,10
980.425,981.723,t_stand_kneel,16
981.831,985.155,p_kneel,6
985.277,986.385,t_kneel_stand,12
986.48,991.642,p_stand,10
991.818,993.628,t_stand_sit,17
993.723,997.939,p_sit,8
998.074,999.398,t_sit_lie,14
999.398,1002.912,p_lie,7
1002.993,1004.506,t_turn,19
1004.614,1008.398,p_lie,7
1008.479,1009.533,t_turn,19
1009.682,1015.033,p_lie,7
1015.141,1016.978,t_lie_sit,13
1017.086,1020.491,p_sit,8
1020.545,1021.68,t_sit_stand,15
1021.773,1028.719,p_stand,10
1028.867,1029.84,t_bend,11
1029.947,1033.731,p_bent,5
1033.812,1034.65,t_straighten,18
1034.744,1037.663,p_stand,10
1037.77,1038.581,t_stand_kneel,16
1038.688,1042.607,p_kneel,6
1042.728,1043.809,t_kneel_stand,12
1043.944,1048.214,p_stand,10
1048.349,1050.214,t_stand_sit,17
1050.389,1054.821,p_sit,8
1054.956,1056.686,t_sit_lie,14
1056.821,1059.928,p_lie,7
1059.928,1061.469,t_turn,19
1061.536,1066.238,p_lie,7
1066.373,1067.536,t_turn,19
1067.711,1072.494,p_lie,7
1072.588,1074.561,t_lie_sit,13
1074.709,1078.736,p_sit,8
1078.803,1080.019,t_sit_stand,15
1080.167,1087.194,p_stand,10
1087.301,1088.22,t_bend,11
1088.354,1091.327,p_bent,5
1091.407,1092.38,t_straighten,18
1092.46,1096.596,p_stand,10
1096.69,1097.933,t_stand_kneel,16
1098.041,1102.365,p_kneel,6
1102.473,1103.96,t_kneel_stand,12
1104.135,1108.946,p_stand,10
1109.053,1111.486,t_stand_sit,17
1111.62,1114.89,p_sit,8
1115.012,1116.687,t_sit_lie,14
1116.768,1120.173,p_lie,7
1120.281,1121.524,t_turn,19
1121.659,1125.848,p_lie,7
1125.996,1127.023,t_turn,19
1127.158,1132.725,p_lie,7
1132.86,1135.211,t_lie_sit,13
1135.332,1137.981,p_sit,8
1138.088,1138.818,t_sit_stand,15
1138.925,1146.466,p_stand,10
1146.587,1147.83,t_bend,11
1147.911,1150.965,p_bent,5
1151.059,1151.951,t_straighten,18
1152.072,1155.748,p_stand,10
1155.883,1157.18,t_stand_kneel,16
1157.315,1160.936,p_kneel,6
