start,end,name,index
48.022,50.5,p_stand,10
50.5,53.233,a_walk,4
53.233,54.311,t_turn,19
54.311,55.26,p_stand,10
55.26,58.127,a_walk,4
58.132,60.81,a_jump,2
60.81,64.11,t_turn,19
64.11,66.037,a_walk,4
66.037,66.148,p_stand,10
66.148,67.181,t_turn,19
67.192,70.17,a_walk,4
70.175,74.876,p_stand,10
74.876,75.51,t_turn,19
75.51,76.093,p_stand,10
76.093,77.004,t_turn,19
77.009,82.092,p_stand,10
82.092,83.748,t_turn,19
83.748,86.842,a_walk,4
86.842,88.303,p_stand,10
88.303,89.252,t_bend,11
89.252,92.946,p_bent,5
92.946,93.818,t_straighten,18
93.818,97.817,p_stand,10
97.817,98.328,t_stand_sit,17
98.328,102.738,p_sit,8
102.738,103.371,t_sit_stand,15
103.371,107.665,p_stand,10
107.665,108.111,t_turn,19
108.111,108.472,p_stand,10
108.472,108.833,t_turn,19
108.833,109.383,t_stand_sit,17
109.383,113.839,p_sit,8
113.839,114.511,t_sit_lie,14
114.511,119.772,p_lie,7
119.772,120.677,t_turn,19
120.677,123.627,p_lie,7
123.627,124.038,t_turn,19
124.038,130.276,p_lie,7
130.276,131.77,t_lie_sit,13
131.77,135.209,p_sit,8
135.209,135.876,t_sit_stand,15
135.876,142.744,p_stand,10
142.744,144.244,t_bend,11
144.244,145.871,p_bent,5
145.871,147.621,t_straighten,18
147.621,152.437,p_stand,10
152.437,153.548,t_stand_sit,17
153.548,157.575,p_sit,8
157.575,158.314,t_sit_stand,15
158.314,162.019,p_stand,10
162.019,162.752,t_turn,19
162.752,164.241,t_stand_sit,17
164.241,167.49,p_sit,8
167.49,169.099,t_sit_lie,14
169.099,173.182,p_lie,7
173.182,173.603,t_turn,19
173.603,177.509,p_lie,7
177.509,177.919,t_turn,19
177.919,183.28,p_lie,7
183.28,185.796,t_lie_sit,13
185.796,188.845,p_sit,8
188.845,189.511,t_sit_lie,14
189.511,196.421,p_stand,10
196.421,197.254,t_bend,11
197.254,201.543,p_bent,5
201.543,202.333,t_straighten,18
202.333,206.866,p_stand,10
207.532,212.032,p_squat,9
212.565,216.044,p_stand,10
216.044,216.855,t_turn,19
216.855,217.677,a_walk,4
217.677,218.755,t_stand_sit,17
218.755,222.582,p_sit,8
222.582,224.427,t_sit_lie,14
224.427,229.048,p_lie,7
229.048,229.803,t_turn,19
229.803,233.453,p_lie,7
233.453,234.03,t_turn,19
234.03,239.652,p_lie,7
239.666,241.221,t_lie_sit,13
241.221,245.377,p_sit,8
245.377,245.849,t_sit_stand,15
245.849,254.488,p_stand,10
254.488,255.548,t_bend,11
255.548,258.892,p_bent,5
258.892,259.719,t_straighten,18
259.719,263.662,p_stand,10
263.662,264.439,t_stand_sit,17
264.439,269.122,p_sit,8
269.122,269.944,t_sit_stand,15
269.95,273.744,p_stand,10
273.744,274.755,t_turn,19
274.766,276.249,t_stand_sit,17
276.249,279.11,p_sit,8
279.11,280.221,t_sit_lie,14
280.221,283.543,p_lie,7
283.543,283.943,t_turn,19
283.96,289.677,p_lie,7
289.677,290.099,t_turn,19
290.099,295.098,p_lie,7
295.098,296.799,t_lie_sit,13
296.799,300.715,p_sit,8
300.715,301.109,t_stand_sit,17
301.109,308.417,p_stand,10
308.417,309.654,t_bend,11
309.654,313.204,p_bent,5
313.204,314.259,t_straighten,18
314.277,319.177,p_stand,10
319.177,319.971,t_stand_sit,17
319.971,324.332,p_sit,8
324.332,324.882,t_sit_stand,15
324.882,330.138,p_stand,10
330.143,330.827,t_turn,19
330.827,332.437,t_stand_sit,17
332.437,335.693,p_sit,8
335.693,337.204,t_sit_lie,14
337.204,340.209,p_lie,7
340.209,340.797,t_turn,19
340.797,346.332,p_lie,7
346.332,346.788,t_turn,19
346.788,352.071,p_lie,7
352.071,353.937,t_lie_sit,13
353.943,357.676,p_sit,8
