start,end,name,index
45.93,49.73,a_walk,4
49.843,53.886,t_turn,19
53.958,58.727,p_stand,10
58.821,60.821,t_turn,19
60.892,61.24,p_stand,10
61.306,63.277,t_turn,19
63.334,76.711,p_stand,10
76.768,80.333,a_walk,4
80.412,84.789,p_stand,10
84.868,87.085,t_turn,19
87.43,100.73,p_stand,10
101.03,102.43,t_bend,11
102.83,104.33,p_bent,5
104.53,106.23,t_straighten,18
106.53,110.53,p_stand,10
110.83,112.93,t_stand_kneel,16
113.13,116.53,p_kneel,6
116.83,118.43,t_kneel_stand,12
118.83,122.83,p_stand,10
123.005,124.005,a_walk,4
124.102,124.948,t_turn,19
125.083,125.891,t_stand_sit,17
126.007,130.276,p_sit,8
130.391,131.891,t_sit_lie,14
132.007,137.622,p_lie,7
137.83,140.13,t_turn,19
140.43,144.03,p_lie,7
144.48,145.98,t_turn,19
146.28,151.18,p_lie,7
151.48,155.18,t_lie_sit,13
155.58,158.58,p_sit,8
158.73,159.93,t_sit_stand,15
160.38,167.58,p_stand,10
167.83,168.83,a_walk,4
169.28,170.18,t_bend,11
170.48,173.68,p_bent,5
173.73,174.73,t_straighten,18
175.08,179.68,p_stand,10
179.83,180.83,t_stand_kneel,16
180.98,184.78,p_kneel,6
184.954,186.689,t_kneel_stand,12
186.836,190.424,p_stand,10
190.498,192.939,t_stand_sit,17
193.056,196.556,p_sit,8
196.674,199.586,t_sit_lie,14
199.704,204.763,p_lie,7
204.895,207.13,t_turn,19
207.321,211.468,p_lie,7
211.556,212.909,t_turn,19
213.041,217.306,p_lie,7
217.482,219.953,t_lie_sit,13
220.026,224.32,p_sit,8
224.453,226.011,t_sit_stand,15
226.188,233.894,p_stand,10
233.997,235.526,t_bend,11
235.658,239.099,p_bent,5
239.246,240.746,t_straighten,18
240.923,245.776,p_stand,10
245.893,246.629,t_stand_kneel,16
246.776,250.511,p_kneel,6
250.628,252.54,t_kneel_stand,12
252.658,256.981,p_stand,10
257.099,258.775,t_stand_sit,17
258.893,262.805,p_sit,8
262.923,265.129,t_sit_lie,14
265.276,268.953,p_lie,7
269.099,270.688,t_turn,19
270.79,275.702,p_lie,7
275.82,276.79,t_turn,19
276.967,282.379,p_lie,7
282.541,285.188,t_lie_sit,13
285.291,289.644,p_sit,8
289.841,290.635,t_sit_stand,15
290.796,298.929,p_stand,10
299.046,300.346,t_bend,11
300.42,302.948,p_bent,5
303.033,304.731,t_straighten,18
304.854,309.703,p_stand,10
309.797,310.74,t_stand_kneel,16
310.881,314.353,p_kneel,6
314.456,316.721,t_kneel_stand,12
316.824,319.654,p_stand,10
319.758,321.626,t_stand_sit,17
321.758,325.324,p_sit,8
325.437,327.682,t_sit_lie,14
327.776,330.663,p_lie,7
330.806,332.052,t_turn,19
332.129,338.099,p_lie,7
338.168,339.03,t_turn,19
339.115,345.099,p_lie,7
345.146,347.638,t_lie_sit,13
347.738,350.662,p_sit,8
350.762,351.562,t_sit_stand,15
351.653,358.93,p_stand,10
358.991,360.407,t_bend,11
360.492,364.769,p_bent,5
364.838,366.069,t_straighten,18
366.169,370.923,p_stand,10
371.0,372.816,t_stand_kneel,16
372.901,376.67,p_kneel,6
376.762,378.224,t_kneel_stand,12
378.316,381.639,p_stand,10
381.708,384.216,t_stand_sit,17
384.293,387.416,p_sit,8
387.508,389.17,t_sit_lie,14
389.285,393.301,p_lie,7
393.409,394.732,t_turn,19
394.816,400.324,p_lie,7
400.393,401.932,t_turn,19
402.016,408.062,p_lie,7
408.155,410.416,t_lie_sit,13
410.508,413.493,p_sit,8
413.562,414.746,t_sit_stand,15
414.839,420.931,p_stand,10
421.016,421.939,t_turn,19
422.023,424.239,a_walk,4
424.323,426.046,p_stand,10
426.13,430.961,a_walk,4
431.068,433.345,p_stand,10
433.445,435.399,a_descend,1
435.483,437.207,a_walk,4
437.276,437.984,t_turn,19
438.084,440.669,p_stand,10
440.753,444.122,a_walk,4
444.217,444.595,p_stand,10
444.684,448.462,a_walk,4
448.629,453.717,p_stand,10
453.85,456.339,a_walk,4
456.505,462.35,p_stand,10
462.483,464.06,t_turn,19
464.171,464.904,p_stand,10
465.015,467.126,a_walk,4
467.241,468.241,p_stand,10
468.341,470.23,t_bend,11
470.396,474.396,p_bent,5
474.463,475.929,t_straighten,18
476.063,477.418,t_turn,19
477.54,480.696,a_walk,4
480.807,491.851,p_stand,10
491.951,493.729,t_turn,19
493.862,495.018,p_stand,10
495.129,496.218,t_turn,19
496.318,502.029,p_stand,10
502.129,503.284,t_turn,19
503.439,503.95,p_stand,10
504.084,506.351,t_turn,19
506.418,536.316,p_stand,10
536.463,537.329,t_turn,19
537.452,544.696,p_stand,10
544.84,546.374,t_turn,19
546.496,553.519,p_stand,10
553.718,556.229,t_turn,19
556.339,556.521,p_stand,10
556.658,558.612,t_turn,19
558.77,596.634,p_stand,10
596.838,598.384,t_turn,19
598.611,601.02,a_walk,4
601.224,630.406,p_stand,10
630.634,633.816,t_turn,19
634.134,639.134,p_stand,10
639.316,640.271,t_turn,19
640.43,642.702,a_walk,4
642.885,648.248,p_stand,10
648.474,652.111,t_turn,19
652.383,664.929,p_stand,10
665.202,666.52,t_turn,19
666.816,667.816,t_bend,11
668.044,668.862,p_bent,5
669.09,669.362,t_straighten,18
669.545,671.09,t_turn,19
671.317,673.681,a_walk,4
673.908,677.09,p_stand,10
677.227,681.363,a_walk,4
681.612,697.112,p_stand,10
697.362,698.953,t_turn,19
699.203,701.93,p_stand,10
702.112,703.157,t_turn,19
703.407,704.634,p_stand,10
704.884,705.429,t_turn,19
705.611,708.52,a_walk,4
